location,month,temperature,relative_humidity,pressure,wind_speed,rainfall
Jaipur,5,33.97,20.6,1001.4,5.42,0.88
Jaipur,5,34.72,19.4,1001.4,4.76,0.16
Jaipur,5,31.02,36.5,1001.0,4.95,0.34
Jaipur,5,35.76,29.4,1001.2,5.97,0.05
Jaipur,5,32.6,23.8,1001.5,4.09,0.38
Jaipur,5,31.34,27.2,1003.6,4.73,0.59
Jaipur,5,32.04,26.8,1003.4,4.48,0.03
Jaipur,5,33.18,26.3,1001.5,3.86,1.22
Jaipur,5,36.17,36.1,1001.5,4.3,0.21
Jaipur,5,33.4,22.5,1003.1,3.48,0.25
Jaipur,5,36.5,26.7,1002.5,5.56,0.11
Jaipur,5,36.77,21.5,1000.8,4.06,1.29
Jaipur,5,36.93,26.7,994.0,4.71,0.25
Jaipur,5,38.68,24.1,1002.7,5.55,0.21
Jaipur,5,35.94,29.9,1003.8,5.88,0.76
Jaipur,5,36.16,27.1,1000.3,4.56,0.23
Jaipur,5,33.71,31.5,998.2,4.4,0.37
Jaipur,5,30.37,36.1,1003.3,5.2,4.77
Jaipur,5,35.65,21.0,1003.4,4.91,0.4
Jaipur,5,32.26,28.9,998.9,3.36,0.37
Jaipur,5,32.2,18.5,1002.2,6.15,0.96
Jaipur,6,34.26,39.1,993.4,5.51,2.15
Jaipur,6,33.61,49.3,998.4,5.05,0.44
Jaipur,6,35.56,47.9,1002.9,5.35,1.17
Jaipur,6,35.01,42.2,1002.0,4.91,0.63
Jaipur,6,35.36,41.1,997.7,5.63,3.7
Jaipur,6,38.78,46.2,993.9,4.45,0.47
Jaipur,6,31.52,43.1,1000.5,4.82,7.71
Jaipur,6,29.03,46.7,996.5,5.35,0.3
Jaipur,6,35.93,40.0,1000.6,3.4,1.25
Jaipur,6,34.41,40.7,995.1,3.51,3.41
Jaipur,6,33.35,36.7,995.5,6.64,0.29
Jaipur,6,36.53,48.2,998.2,3.93,0.88
Jaipur,6,34.84,42.1,995.3,6.33,1.41
Jaipur,6,33.69,50.4,1001.7,4.44,3.35
Jaipur,6,36.29,32.8,998.4,3.7,3.61
Jaipur,6,36.0,37.7,1001.4,6.0,4.51
Jaipur,6,35.8,45.0,994.2,5.41,0.85
Jaipur,6,31.96,41.9,994.8,5.52,0.04
Jaipur,6,32.86,39.5,1003.8,3.61,2.97
Jaipur,6,35.09,44.3,993.0,5.25,0.44
Jaipur,6,35.44,44.3,1000.4,1.76,1.15
Jaipur,6,37.31,51.2,997.5,5.2,3.81
Jaipur,6,33.35,47.6,995.9,3.91,2.2
Jaipur,6,34.49,52.8,999.5,6.23,4.82
Jaipur,6,36.84,55.2,1001.1,5.74,2.47
Jaipur,6,34.22,42.2,997.2,4.98,1.12
Jaipur,6,34.83,52.6,997.7,5.88,0.08
Jaipur,6,34.41,51.2,997.4,7.2,0.03
Jaipur,6,35.64,45.8,996.8,4.75,0.68
Jaipur,6,35.51,49.2,992.8,5.14,2.43
Jaipur,6,31.29,47.2,994.8,3.55,2.92
Jaipur,6,35.79,45.7,1000.1,3.93,0.98
Jaipur,6,37.85,47.6,995.7,3.88,4.36
Jaipur,6,31.73,48.0,994.4,4.85,6.7
Jaipur,6,35.18,52.1,996.1,5.18,0.83
Jaipur,6,35.66,39.7,996.4,4.12,1.01
Jaipur,6,31.86,50.6,993.4,5.09,1.21
Jaipur,6,32.98,39.1,996.6,5.8,0.76
Jaipur,6,33.14,45.5,997.2,4.98,2.43
Jaipur,6,34.93,47.6,995.2,5.89,5.59
Jaipur,6,31.77,30.9,997.8,3.05,1.3
Jaipur,6,33.13,44.3,1004.0,3.22,0.46
Jaipur,6,35.23,48.7,996.2,5.43,0.51
Jaipur,6,36.22,45.3,993.9,5.05,2.99
Jaipur,6,34.56,40.5,999.6,4.88,3.09
Jaipur,6,32.4,50.3,999.4,4.92,1.51
Jaipur,6,33.95,41.3,999.9,3.67,3.34
Jaipur,6,34.91,47.2,997.9,3.09,1.67
Jaipur,6,37.54,45.3,995.5,5.73,0.85
Jaipur,6,35.35,45.5,997.4,5.9,0.35
Jaipur,6,38.67,47.0,995.6,4.12,1.69
Jaipur,6,36.15,42.3,1000.4,2.68,4.22
Jaipur,6,36.93,51.4,999.5,4.66,6.07
Jaipur,6,33.2,41.1,993.0,4.12,0.15
Jaipur,6,36.02,51.0,995.9,5.63,5.85
Jaipur,6,34.86,43.8,999.1,3.84,0.46
Jaipur,6,39.4,34.1,993.9,5.51,2.16
Jaipur,6,33.81,41.3,997.1,4.91,1.34
Jaipur,6,38.06,53.9,992.6,6.1,2.82
Jaipur,6,37.94,52.9,996.0,5.36,1.76
Jaipur,6,33.35,34.3,996.9,4.41,1.15
Jaipur,6,35.12,41.6,994.1,5.17,0.17
Jaipur,6,31.64,34.3,997.3,4.81,0.06
Jaipur,6,38.13,46.6,998.3,3.28,0.63
Jaipur,6,30.2,41.9,994.7,5.41,3.2
Jaipur,6,31.28,48.1,998.8,4.75,2.25
Jaipur,6,34.19,50.0,999.6,2.67,1.26
Jaipur,6,32.62,55.1,996.5,3.36,1.79
Jaipur,6,32.5,56.3,992.5,4.24,2.09
Jaipur,6,33.82,57.5,995.4,5.68,0.17
Jaipur,6,36.41,51.6,997.7,4.16,0.91
Jaipur,6,36.5,45.1,994.1,5.55,4.93
Jaipur,6,35.42,35.1,996.6,5.59,3.08
Jaipur,6,35.5,41.2,994.9,4.62,0.21
Jaipur,6,34.58,37.9,997.0,5.56,0.75
Jaipur,6,36.57,48.8,996.4,4.75,0.53
Jaipur,6,34.75,58.5,996.9,4.06,1.12
Jaipur,6,32.93,40.6,998.2,4.58,9.42
Jaipur,6,33.95,37.1,996.3,4.02,2.01
Jaipur,6,34.98,39.8,1001.1,5.61,0.4
Jaipur,6,36.21,56.6,1000.5,5.27,3.59
Jaipur,6,35.16,53.6,998.1,6.35,2.06
Jaipur,6,32.05,52.4,998.2,4.74,4.62
Jaipur,6,36.19,37.9,995.6,5.2,1.55
Jaipur,6,33.77,51.5,997.9,5.11,5.16
Jaipur,6,35.55,46.3,998.4,5.34,4.52
Jaipur,6,31.35,51.1,998.4,5.25,0.15
Jaipur,6,35.66,39.6,999.6,4.05,4.06
Jaipur,6,36.44,45.8,998.0,4.94,0.29
Jaipur,6,33.48,42.5,997.8,4.84,0.27
Jaipur,6,35.31,50.1,1000.2,7.02,0.41
Jaipur,6,34.9,59.2,997.2,3.08,5.9
Jaipur,6,33.09,38.2,995.5,5.59,1.59
Jaipur,6,36.41,44.7,998.4,6.34,0.9
Jaipur,6,34.08,52.2,998.7,3.89,0.13
Jaipur,6,33.72,43.5,996.1,6.97,0.29
Jaipur,6,35.7,41.1,996.1,4.99,0.49
Jaipur,6,34.91,46.6,997.3,4.61,0.48
Jaipur,6,35.85,43.6,1000.2,4.92,0.2
Jaipur,6,34.81,56.5,995.8,5.01,0.2
Jaipur,6,35.33,47.9,993.5,5.07,0.83
Jaipur,6,34.37,49.0,993.3,3.65,1.85
Jaipur,6,33.18,40.8,993.8,5.28,1.99
Jaipur,6,33.07,46.8,994.0,3.1,0.79
Jaipur,6,33.17,45.6,995.7,4.4,0.2
Jaipur,6,33.47,50.1,995.7,4.47,2.19
Jaipur,6,40.65,50.0,998.2,4.87,2.49
Jaipur,6,35.6,42.6,1000.2,4.74,2.8
Jaipur,6,33.08,46.8,999.2,5.09,6.13
Jaipur,6,36.54,51.8,995.2,3.48,0.09
Jaipur,6,38.26,42.3,995.5,4.84,0.55
Jaipur,6,33.46,57.4,1003.2,3.92,1.98
Jaipur,6,33.58,39.0,993.2,5.12,0.02
Jaipur,6,30.9,44.5,999.3,6.56,0.12
Jaipur,6,33.94,40.6,994.9,4.92,1.17
Jaipur,6,36.1,49.1,999.0,6.38,2.0
Jaipur,6,33.83,46.1,1000.0,5.07,2.68
Jaipur,6,32.43,37.9,997.5,4.16,0.67
Jaipur,6,31.52,58.5,999.7,5.04,2.26
Jaipur,6,35.12,42.5,1005.3,2.76,1.08
Jaipur,6,33.25,34.2,993.6,5.06,1.89
Jaipur,6,38.55,47.4,999.7,6.08,2.58
Jaipur,6,34.61,46.8,999.9,3.81,0.67
Jaipur,6,32.94,42.2,993.4,5.89,1.04
Jaipur,6,36.26,41.0,997.9,3.9,1.88
Jaipur,6,38.58,45.9,996.6,4.67,0.61
Jaipur,6,38.11,39.7,998.6,3.74,6.57
Jaipur,6,32.66,51.1,997.6,4.82,3.0
Jaipur,6,31.97,50.6,999.1,7.78,2.31
Jaipur,6,31.91,46.4,994.8,4.22,3.05
Jaipur,6,35.9,39.1,1002.4,4.65,0.62
Jaipur,6,33.92,39.2,997.5,4.82,0.02
Jaipur,6,33.13,48.2,1001.1,4.67,2.43
Jaipur,6,36.15,48.5,998.2,5.94,7.8
Jaipur,6,32.74,46.1,1000.3,4.18,2.51
Jaipur,6,36.53,49.2,997.1,5.13,0.45
Jaipur,6,32.49,49.2,1000.1,4.41,4.56
Jaipur,6,33.8,46.1,994.5,6.41,2.02
Jaipur,6,37.27,46.5,999.6,5.06,2.24
Jaipur,6,34.75,36.2,995.2,4.95,1.68
Jaipur,6,32.44,46.2,996.6,5.52,3.09
Jaipur,6,37.53,45.1,994.3,6.26,7.46
Jaipur,6,36.77,41.1,995.4,5.82,1.1
Jaipur,6,37.38,49.5,996.3,5.68,2.03
Jaipur,6,31.08,45.6,998.5,6.06,4.49
Jaipur,6,35.1,47.8,997.9,4.81,4.93
Jaipur,6,33.09,34.1,996.1,6.87,4.04
Jaipur,6,33.29,44.9,998.5,5.65,1.92
Jaipur,6,35.79,49.9,998.2,5.37,6.42
Jaipur,6,31.0,43.7,996.2,4.7,0.43
Jaipur,6,34.82,44.9,996.0,3.31,0.53
Jaipur,6,37.57,47.4,996.2,4.88,0.57
Jaipur,6,34.79,46.0,1002.1,3.94,1.2
Jaipur,6,36.69,53.9,995.4,4.36,2.57
Jaipur,6,34.74,49.2,999.8,4.93,1.27
Jaipur,6,32.79,48.8,995.1,6.16,6.98
Jaipur,6,38.36,47.9,995.9,4.68,0.64
Jaipur,6,34.12,53.5,998.2,3.83,3.93
Jaipur,6,31.98,48.6,998.7,3.37,3.55
Jaipur,6,31.73,39.5,997.9,3.73,0.94
Jaipur,6,34.13,52.2,998.8,6.95,1.48
Jaipur,6,36.25,41.4,998.6,4.24,3.35
Jaipur,6,34.48,49.4,998.6,3.02,4.49
Jaipur,6,31.51,39.1,995.7,5.1,2.68
Jaipur,6,34.67,36.0,996.2,4.2,5.96
Jaipur,6,36.68,44.4,997.0,4.78,2.26
Jaipur,6,34.25,56.0,999.8,5.68,1.21
Jaipur,6,37.41,40.0,998.7,6.03,2.28
Jaipur,6,32.83,39.5,997.3,4.71,2.21
Jaipur,6,36.3,41.7,997.5,5.14,1.88
Jaipur,6,35.47,34.4,994.3,6.12,0.85
Jaipur,6,35.56,53.9,996.4,4.03,2.57
Jaipur,6,35.39,57.2,995.8,3.54,3.76
Jaipur,6,33.84,45.0,999.2,5.29,7.44
Jaipur,6,35.1,41.4,997.5,3.77,1.61
Jaipur,6,33.65,43.1,1000.1,4.37,3.26
Jaipur,6,35.05,39.9,1002.8,4.81,3.78
Jaipur,6,35.08,46.6,999.1,5.01,2.62
Jaipur,6,34.03,51.3,994.7,4.51,1.11
Jaipur,6,34.22,56.2,996.5,5.8,2.94
Jaipur,6,31.64,41.3,992.9,4.72,8.86
Jaipur,6,34.6,40.6,1001.5,3.17,2.18
Jaipur,6,35.68,49.6,1002.7,5.03,3.13
Jaipur,6,34.98,44.4,994.7,4.95,0.63
Jaipur,6,34.79,45.6,996.0,4.51,2.48
Jaipur,6,31.63,44.3,995.6,4.56,0.08
Jaipur,6,35.26,47.7,994.9,4.3,4.14
Jaipur,6,32.04,49.1,993.3,3.95,0.58
Jaipur,6,33.0,46.0,999.1,6.31,0.16
Jaipur,6,32.19,41.7,994.3,5.43,0.46
Jaipur,6,32.44,52.2,997.0,5.48,1.48
Jaipur,6,34.79,45.1,995.0,4.58,0.1
Jaipur,6,31.79,54.5,992.7,3.91,0.08
Jaipur,6,32.04,39.7,995.4,1.77,1.67
Jaipur,6,37.66,43.0,993.4,5.94,1.96
Jaipur,6,38.23,37.6,997.0,6.86,0.89
Jaipur,6,36.49,50.3,998.5,3.45,0.04
Jaipur,6,33.9,48.5,998.4,2.83,1.44
Jaipur,6,36.78,49.3,997.6,5.45,5.86
Jaipur,6,35.57,43.8,998.6,6.59,1.55
Jaipur,6,30.6,50.6,994.7,4.05,1.41
Jaipur,6,36.82,49.3,996.2,6.76,1.91
Jaipur,6,32.0,42.7,996.2,5.29,0.42
Jaipur,6,33.47,57.5,993.4,2.31,3.79
Jaipur,6,35.11,46.2,995.0,5.95,0.08
Jaipur,6,35.09,47.2,994.2,4.55,0.14
Jaipur,6,35.27,51.3,996.6,4.67,0.13
Jaipur,6,36.89,41.5,998.4,4.53,3.67
Jaipur,6,35.04,45.9,995.9,4.88,1.07
Jaipur,6,34.82,41.9,994.6,3.95,2.41
Jaipur,6,37.57,38.7,997.3,3.63,0.19
Jaipur,6,34.34,49.2,995.9,5.4,3.36
Jaipur,6,34.27,30.3,995.3,3.58,0.95
Jaipur,6,35.4,36.8,1000.9,3.73,0.57
Jaipur,6,38.5,50.5,999.6,2.82,2.93
Jaipur,6,33.12,36.9,997.4,5.74,0.16
Jaipur,6,31.07,42.4,995.7,7.18,1.55
Jaipur,6,34.48,47.6,995.9,3.46,1.13
Jaipur,6,37.29,49.0,994.9,4.07,3.15
Jaipur,6,35.67,49.1,995.2,4.79,2.38
Jaipur,6,33.47,50.1,996.7,5.62,5.18
Jaipur,6,34.51,39.6,990.8,4.73,3.03
Jaipur,6,32.53,49.0,1000.5,6.45,1.25
Jaipur,6,30.93,43.2,998.0,4.05,0.48
Jaipur,6,33.93,29.9,994.8,4.8,1.4
Jaipur,6,32.51,55.9,1000.6,4.84,0.43
Jaipur,6,33.87,43.3,998.6,3.05,0.28
Jaipur,6,31.52,46.0,998.9,4.67,0.12
Jaipur,6,37.94,41.2,996.1,5.11,1.82
Jaipur,6,36.4,49.1,998.3,3.29,1.95
Jaipur,6,33.43,43.5,992.8,4.06,2.49
Jaipur,6,34.59,41.4,997.8,6.62,5.08
Jaipur,6,36.62,61.1,996.1,4.05,5.7
Jaipur,6,35.12,29.1,999.4,4.93,0.97
Jaipur,6,33.81,42.8,996.0,4.5,2.36
Jaipur,6,35.44,47.1,995.6,4.18,1.45
Jaipur,6,33.97,38.8,1000.0,3.6,3.26
Jaipur,6,34.21,41.5,999.8,5.16,2.94
Jaipur,6,37.99,47.4,999.0,3.87,0.51
Jaipur,6,35.35,30.7,998.1,4.39,0.45
Jaipur,6,34.34,54.8,998.7,6.03,0.28
Jaipur,6,32.51,47.1,996.4,3.91,0.31
Jaipur,6,35.58,46.9,994.8,5.95,0.66
Jaipur,6,36.57,45.8,997.8,4.34,1.0
Jaipur,6,36.81,42.4,992.7,4.59,2.26
Jaipur,6,39.63,44.1,1000.3,5.26,3.2
Jaipur,6,32.54,46.6,996.8,3.39,0.35
Jaipur,6,30.49,42.6,996.6,5.52,0.68
Jaipur,6,36.5,43.7,994.7,3.8,2.09
Jaipur,6,32.1,48.4,1000.3,4.98,3.31
Jaipur,7,29.16,57.2,1002.7,3.81,0.18
Jaipur,7,32.32,66.4,1001.7,3.82,4.44
Jaipur,7,33.81,76.8,998.9,2.67,1.02
Jaipur,7,28.84,64.3,999.8,3.24,5.69
Jaipur,7,29.16,72.9,1001.4,4.39,7.01
Jaipur,7,29.56,74.0,995.6,3.67,5.2
Jaipur,7,30.59,75.0,994.7,4.29,5.35
Jaipur,7,29.93,65.6,1003.0,3.63,1.3
Jaipur,7,27.08,72.9,994.9,3.23,6.69
Jaipur,7,28.17,64.9,1003.7,4.82,27.59
Jaipur,7,30.25,70.2,996.3,4.44,27.3
Jaipur,7,33.02,77.2,995.7,3.69,3.15
Jaipur,7,30.43,66.9,1000.0,4.58,9.56
Jaipur,7,31.85,75.2,994.0,4.42,4.27
Jaipur,7,30.68,71.5,1004.4,3.23,1.09
Jaipur,7,29.68,76.5,1002.8,3.97,9.89
Jaipur,7,28.25,60.2,1001.8,4.18,3.09
Jaipur,7,30.75,79.1,994.2,4.29,10.49
Jaipur,7,32.46,61.2,1001.2,5.56,3.5
Jaipur,7,27.47,64.6,1001.0,4.44,1.41
Jaipur,7,31.14,78.9,998.4,4.46,14.06
Jaipur,7,28.89,71.5,1000.1,2.71,0.39
Jaipur,7,30.7,69.3,999.5,6.45,3.34
Jaipur,7,28.52,77.6,995.0,2.51,8.19
Jaipur,7,30.29,71.2,996.9,3.25,15.95
Jaipur,7,28.11,66.0,997.2,3.29,1.29
Jaipur,7,31.94,79.5,994.2,3.49,0.74
Jaipur,7,30.11,73.6,999.9,2.92,2.64
Jaipur,7,33.58,64.3,1000.8,2.18,2.17
Jaipur,7,30.61,67.4,999.1,4.98,8.69
Jaipur,7,28.0,66.0,1002.7,3.28,1.99
Jaipur,7,26.82,64.9,998.9,1.68,7.17
Jaipur,7,32.84,71.2,998.1,3.51,7.83
Jaipur,7,28.8,71.5,996.6,4.24,12.01
Jaipur,7,28.03,74.5,998.7,2.2,6.78
Jaipur,7,32.69,75.4,991.3,4.42,18.61
Jaipur,7,29.13,77.1,1002.4,4.12,8.64
Jaipur,7,31.83,78.1,999.0,2.93,2.04
Jaipur,7,30.71,74.9,1000.8,4.09,20.62
Jaipur,7,26.17,74.1,1000.9,5.43,1.55
Jaipur,7,31.28,77.8,999.8,3.86,1.51
Jaipur,7,28.05,74.5,995.4,3.3,9.94
Jaipur,7,27.53,66.3,989.6,2.98,5.37
Jaipur,7,25.57,63.6,1003.5,5.61,1.28
Jaipur,7,27.69,65.8,998.0,3.59,0.89
Jaipur,7,29.29,73.9,997.2,3.56,1.36
Jaipur,7,30.16,70.2,997.3,4.68,19.14
Jaipur,7,30.3,73.4,996.8,4.37,6.48
Jaipur,7,31.77,70.5,998.0,2.42,9.58
Jaipur,7,26.6,66.5,997.8,4.0,1.0
Jaipur,7,25.84,56.4,998.3,3.31,3.5
Jaipur,7,34.96,64.7,997.4,4.98,5.97
Jaipur,7,29.89,82.5,1000.2,2.65,5.23
Jaipur,7,31.07,77.8,999.8,4.59,3.42
Jaipur,7,27.12,67.5,996.7,1.84,0.74
Jaipur,7,31.36,68.8,998.5,4.45,8.42
Jaipur,7,32.1,69.0,995.1,4.57,6.68
Jaipur,7,26.18,78.5,999.6,2.9,4.0
Jaipur,7,30.98,77.5,1002.2,4.67,19.2
Jaipur,7,30.94,77.8,1000.2,3.67,10.35
Jaipur,7,25.01,65.9,997.8,1.61,3.33
Jaipur,7,30.36,82.7,995.6,4.1,0.4
Jaipur,7,28.7,70.3,999.7,3.0,11.82
Jaipur,7,30.92,77.0,996.5,4.73,4.25
Jaipur,7,31.4,73.8,998.1,5.11,4.69
Jaipur,7,30.94,61.7,999.9,3.39,6.49
Jaipur,7,29.39,68.9,996.0,2.71,7.92
Jaipur,7,29.13,71.8,998.3,3.77,6.88
Jaipur,7,30.42,67.1,995.4,4.53,2.42
Jaipur,7,29.48,63.1,997.2,3.19,1.44
Jaipur,7,27.04,69.2,996.9,4.26,0.21
Jaipur,7,30.39,79.8,1001.1,4.7,0.1
Jaipur,7,29.64,75.3,998.5,4.92,16.11
Jaipur,7,29.63,68.7,996.3,4.18,38.21
Jaipur,7,29.29,73.3,997.0,2.08,3.25
Jaipur,7,29.6,63.8,1000.6,3.5,1.76
Jaipur,7,28.7,71.9,994.1,3.59,3.74
Jaipur,7,31.71,60.3,996.0,3.89,0.8
Jaipur,7,29.13,64.8,995.4,1.23,7.29
Jaipur,7,30.16,76.8,998.4,3.0,1.87
Jaipur,7,28.59,68.4,998.3,3.62,2.8
Jaipur,7,27.81,69.2,997.6,4.24,14.18
Jaipur,7,29.77,71.3,997.8,6.06,6.17
Jaipur,7,31.35,81.2,994.7,4.46,1.06
Jaipur,7,32.07,49.9,995.7,2.8,0.74
Jaipur,7,31.43,66.3,999.5,2.97,7.79
Jaipur,7,28.11,86.1,994.4,3.12,1.3
Jaipur,7,30.11,78.8,997.4,3.41,1.61
Jaipur,7,29.83,75.0,1000.4,4.03,6.75
Jaipur,7,31.45,73.4,998.6,2.86,17.71
Jaipur,7,31.02,70.3,996.3,3.58,5.72
Jaipur,7,28.75,63.6,999.8,3.6,4.63
Jaipur,7,30.7,69.3,996.2,4.14,14.35
Jaipur,7,31.14,71.1,998.2,3.39,2.55
Jaipur,7,30.66,78.7,996.1,3.03,0.26
Jaipur,7,29.93,73.9,994.3,3.1,5.98
Jaipur,7,28.69,72.2,997.7,4.19,1.04
Jaipur,7,29.2,67.9,1001.0,3.07,0.46
Jaipur,7,34.33,69.0,1000.9,4.5,0.75
Jaipur,7,27.63,61.3,999.8,4.17,0.86
Jaipur,7,33.76,73.2,999.8,2.71,7.82
Jaipur,7,33.75,64.4,999.9,5.04,6.4
Jaipur,7,27.4,69.7,997.5,3.88,2.83
Jaipur,7,28.76,78.0,994.9,3.13,2.04
Jaipur,7,29.38,73.4,998.4,5.63,0.01
Jaipur,7,28.77,73.8,1000.4,3.79,1.27
Jaipur,7,28.79,79.2,1000.2,4.16,6.28
Jaipur,7,31.39,75.9,998.6,3.82,5.96
Jaipur,7,30.51,71.0,998.9,5.24,9.78
Jaipur,7,31.1,59.8,994.5,5.58,0.25
Jaipur,7,29.69,69.3,1001.9,4.06,11.63
Jaipur,7,29.55,71.3,997.7,3.87,6.39
Jaipur,7,28.5,71.9,992.7,4.73,2.34
Jaipur,7,30.96,62.1,997.7,3.32,4.19
Jaipur,7,32.04,73.0,998.2,4.05,11.78
Jaipur,7,27.71,76.3,999.3,3.15,4.88
Jaipur,7,31.57,69.6,997.8,5.69,9.03
Jaipur,7,30.55,74.5,996.6,4.89,3.84
Jaipur,7,27.69,67.8,996.7,5.58,5.8
Jaipur,7,27.11,73.3,998.0,3.31,13.12
Jaipur,7,29.45,83.1,997.5,4.71,5.03
Jaipur,7,28.97,69.3,1003.0,4.22,6.07
Jaipur,7,32.09,64.9,997.2,4.11,4.02
Jaipur,7,29.22,76.3,996.1,5.46,1.55
Jaipur,7,28.92,70.2,1000.7,2.89,26.61
Jaipur,7,29.12,67.1,998.0,3.19,0.15
Jaipur,7,29.53,67.3,1000.3,3.27,0.97
Jaipur,7,30.56,73.3,997.8,2.36,9.15
Jaipur,7,32.13,72.1,999.8,1.81,9.9
Jaipur,7,27.53,79.5,1001.2,3.63,1.25
Jaipur,7,30.79,74.3,1001.6,4.54,7.37
Jaipur,7,27.32,77.6,999.9,3.58,15.85
Jaipur,7,32.09,72.0,992.8,2.98,11.82
Jaipur,7,26.89,74.8,994.2,5.01,0.03
Jaipur,7,32.45,71.5,998.8,2.67,0.3
Jaipur,7,31.89,82.7,994.4,1.95,4.61
Jaipur,7,28.43,74.6,995.3,2.28,3.18
Jaipur,7,28.93,63.1,1000.2,5.36,0.72
Jaipur,7,26.21,70.7,996.3,3.6,1.57
Jaipur,7,26.48,73.2,996.6,5.07,21.01
Jaipur,7,29.4,71.8,997.0,5.02,3.36
Jaipur,7,30.38,76.8,1001.0,1.87,1.83
Jaipur,7,32.08,69.0,1001.2,3.86,1.3
Jaipur,7,29.44,72.0,1003.8,4.57,6.54
Jaipur,7,29.73,77.4,1000.1,2.72,4.58
Jaipur,7,27.49,63.5,1001.9,2.51,3.06
Jaipur,7,29.71,66.2,996.2,4.3,3.37
Jaipur,7,30.19,83.4,994.5,2.6,1.66
Jaipur,7,31.17,69.7,999.5,4.09,10.06
Jaipur,7,29.91,77.0,997.5,4.55,10.13
Jaipur,7,31.88,78.4,1002.2,4.69,0.24
Jaipur,7,30.04,64.2,997.0,4.61,1.78
Jaipur,7,29.73,66.8,996.5,5.08,0.47
Jaipur,7,31.6,72.1,997.3,2.79,0.67
Jaipur,7,31.61,67.9,997.9,5.49,23.14
Jaipur,7,29.36,74.4,998.1,3.29,4.45
Jaipur,7,33.6,75.2,998.4,2.72,1.63
Jaipur,7,30.52,73.2,1001.4,4.87,24.69
Jaipur,7,30.23,71.7,995.1,4.42,4.74
Jaipur,7,29.37,75.5,1000.2,2.1,8.48
Jaipur,7,30.9,79.2,999.7,4.67,23.14
Jaipur,7,31.74,79.8,998.8,4.08,19.48
Jaipur,7,30.19,73.6,999.1,3.83,24.47
Jaipur,7,30.44,66.7,996.9,3.32,13.41
Jaipur,7,27.76,70.9,994.5,5.11,8.85
Jaipur,7,28.33,76.1,999.0,5.38,1.72
Jaipur,7,28.46,78.6,996.8,4.45,1.48
Jaipur,7,30.49,78.4,999.5,2.55,3.19
Jaipur,7,27.74,70.9,997.2,2.58,16.92
Jaipur,7,25.98,73.4,1000.1,2.97,2.08
Jaipur,7,27.21,75.1,1000.7,4.76,1.73
Jaipur,7,31.07,80.8,1000.3,3.48,6.29
Jaipur,7,33.35,67.5,1001.1,4.42,1.93
Jaipur,7,31.9,74.8,998.0,3.21,6.35
Jaipur,7,27.84,68.9,1000.5,5.2,7.73
Jaipur,7,28.29,79.0,997.1,2.65,3.2
Jaipur,7,28.74,71.8,996.6,3.58,4.44
Jaipur,7,26.9,73.4,998.2,3.56,4.62
Jaipur,7,29.59,67.0,1001.3,4.49,0.94
Jaipur,7,30.91,69.4,997.5,4.16,0.87
Jaipur,7,28.03,83.9,1000.3,5.28,1.18
Jaipur,7,27.61,75.7,995.5,5.1,10.38
Jaipur,7,31.56,73.1,993.3,3.1,10.71
Jaipur,7,28.19,80.2,996.8,3.84,4.11
Jaipur,7,28.42,81.1,997.9,3.79,0.2
Jaipur,7,25.21,71.8,1000.5,3.26,0.1
Jaipur,7,31.84,67.4,997.4,2.26,23.45
Jaipur,7,32.63,71.1,1002.0,3.78,1.91
Jaipur,7,29.35,69.8,999.3,4.67,1.35
Jaipur,7,29.87,72.6,997.4,3.99,0.65
Jaipur,7,30.96,73.6,998.6,4.14,8.81
Jaipur,7,31.32,87.1,995.4,5.23,9.53
Jaipur,7,29.84,65.8,997.4,2.93,23.31
Jaipur,7,28.83,64.2,997.6,3.01,13.56
Jaipur,7,29.68,68.5,998.5,3.37,0.19
Jaipur,7,29.22,53.8,997.3,4.88,12.32
Jaipur,7,30.47,60.6,999.2,4.7,25.1
Jaipur,7,27.83,64.0,994.0,4.06,5.47
Jaipur,7,32.33,78.8,1000.8,5.23,1.31
Jaipur,7,33.94,63.9,997.9,2.87,1.94
Jaipur,7,28.55,61.8,999.9,3.38,13.33
Jaipur,7,28.43,66.9,1000.6,4.16,24.91
Jaipur,7,28.3,74.4,998.5,3.6,22.9
Jaipur,7,29.05,68.9,1000.2,4.65,5.02
Jaipur,7,33.49,70.0,998.9,5.53,7.03
Jaipur,7,28.85,68.6,998.8,3.71,8.11
Jaipur,7,30.26,64.1,996.8,4.21,4.05
Jaipur,7,29.06,66.5,1001.0,4.73,20.47
Jaipur,7,25.9,67.1,998.3,4.56,12.53
Jaipur,7,28.89,75.8,1001.5,5.57,1.06
Jaipur,7,29.91,65.3,995.2,4.22,1.04
Jaipur,7,33.04,78.1,996.5,3.85,6.03
Jaipur,7,26.5,76.1,995.2,2.83,5.63
Jaipur,7,31.89,62.6,1000.7,4.15,0.14
Jaipur,7,30.45,74.3,999.5,2.88,4.46
Jaipur,7,29.8,72.3,994.2,2.84,21.71
Jaipur,7,27.91,80.2,995.9,4.21,4.32
Jaipur,7,32.45,67.1,995.2,3.47,8.17
Jaipur,7,30.66,75.9,1000.6,1.38,8.93
Jaipur,7,29.9,76.8,1001.0,6.12,0.23
Jaipur,7,29.79,61.5,996.8,2.35,2.4
Jaipur,7,31.85,79.9,992.8,3.55,20.4
Jaipur,7,28.27,67.6,993.0,2.61,5.23
